,1. open,2. high,3. low,4. close,5. volume,Symbol
2023-09-19 12:25:00,264.5890,265.0500,264.4700,264.5850,827578,TSLA
2023-09-19 12:20:00,264.5300,264.7600,264.3210,264.5900,677739,TSLA
2023-09-19 12:15:00,264.1900,264.7000,264.1400,264.5200,763473,TSLA
2023-09-19 12:10:00,263.8600,264.3700,263.6100,264.2000,812358,TSLA
2023-09-19 12:05:00,264.1500,264.1790,263.5600,263.8480,1204021,TSLA
2023-09-19 12:00:00,264.9100,264.9700,264.0700,264.1450,907264,TSLA
2023-09-19 11:55:00,264.4450,264.9500,264.3400,264.9250,754490,TSLA
2023-09-19 11:50:00,264.5700,264.8600,264.1800,264.4430,1052580,TSLA
2023-09-19 11:45:00,264.9300,265.0200,264.5700,264.6100,764348,TSLA
2023-09-19 11:40:00,264.8270,265.1630,264.4600,264.8800,925033,TSLA
